LIMIT_BAL,EDUCATION,MARRIAGE,AGE,max_delay,mean_delay,n_months_delayed,avg_bill_amt,avg_pay_amt,payment_to_bill_ratio,credit_utilization,bill_trend,default
200000,2,2,46,0,0.0,0,134780.66666666666,6790.666666666667,0.050383029238825996,0.6739033333333333,5098.285714285715,0
200000,1,2,26,0,-0.8333333333333334,0,4904.833333333333,4598.0,0.9374108053007135,0.024524166666666666,577.1142857142858,0
240000,2,2,26,0,0.0,0,123312.33333333333,4387.5,0.03558033451596553,0.5138013888888888,-7978.0,1
40000,2,1,24,2,1.6666666666666667,5,34820.5,3319.6666666666665,0.09533610308054603,0.8705125,1115.6857142857143,1
140000,1,2,31,0,-1.0,0,28013.166666666668,235.5,0.008406711089957164,0.20009404761904762,-19975.22857142857,0
50000,2,2,35,0,0.0,0,32757.833333333332,2420.0,0.07387508394895903,0.6551566666666666,-7285.114285714286,0
50000,3,1,48,0,0.0,0,30059.5,5333.333333333333,0.17742489936681488,0.60119,-2095.9714285714285,0
160000,2,2,25,0,-0.8333333333333334,0,264.6666666666667,361.6666666666667,1.3656387665198237,0.0016541666666666668,58.05714285714286,0
140000,1,2,32,0,-1.0,0,2244.8333333333335,264.5,0.11781737193763919,0.01603452380952381,-1634.6,0
240000,3,1,28,0,0.0,0,211721.5,7418.666666666667,0.03503971409003959,0.8821729166666666,-9700.942857142858,1
230000,1,2,29,-1,-1.0,0,979.6666666666666,902.0,0.9205647218914781,0.004259420289855072,-81.42857142857143,0
200000,2,2,32,0,0.0,0,165943.5,8566.666666666666,0.05162394467198708,0.8297175,-5463.0,0
50000,1,1,49,0,0.0,0,47288.0,2552.3333333333335,0.05397403860726256,0.94576,1071.4285714285713,0
360000,1,2,30,0,-0.6666666666666666,0,48343.833333333336,64873.333333333336,1.3419107507308732,0.13428842592592594,1118.6,0
500000,1,1,42,1,-0.8333333333333334,1,1404.1666666666667,1530.1666666666667,1.0896036078803704,0.0028083333333333337,530.1428571428571,0
20000,3,2,22,2,0.5,2,19228.666666666668,963.3333333333334,0.05009837656990804,0.9614333333333334,424.2857142857143,0
80000,2,2,30,2,2.0,6,75427.33333333333,3213.3333333333335,0.04260161523759018,0.9428416666666666,592.5714285714286,0
30000,1,1,44,-2,-2.0,0,102.66666666666667,0.0,0.0,0.0034222222222222223,-88.00000000000001,0
80000,2,1,35,0,0.0,0,16283.166666666666,763.0,0.046857727737973386,0.20353958333333333,565.6285714285714,0
30000,2,1,52,2,0.3333333333333333,1,18920.0,1027.8333333333333,0.05432475048669409,0.6306666666666667,-6233.542857142857,0
200000,3,1,48,-2,-2.0,0,0.0,0.0,0.0,0.0,0.0,0
240000,4,2,29,0,0.0,0,168258.16666666666,17704.0,0.10521915705017088,0.7010756944444444,-5189.228571428573,0
280000,2,2,29,2,0.6666666666666666,2,263952.1666666667,9979.0,0.03780606851994742,0.9426863095238096,-1345.4571428571428,1
170000,2,2,33,-1,-1.6666666666666667,0,257.8333333333333,0.0,0.0,0.0015166666666666666,-221.0,0
100000,3,2,44,0,0.0,0,76163.33333333333,2927.8333333333335,0.03844142316638985,0.7616333333333333,-8011.6,0
70000,2,2,24,2,0.3333333333333333,1,53485.333333333336,2166.6666666666665,0.04050942155662127,0.7640761904761905,-1550.5714285714287,1
110000,2,3,27,0,0.0,0,66443.66666666667,3066.5,0.04615176226537201,0.6040333333333334,-10524.171428571428,0
100000,3,2,27,0,0.0,0,83069.33333333333,3007.3333333333335,0.036202617486963726,0.8306933333333333,-1063.3714285714286,0
80000,1,2,39,2,1.3333333333333333,4,77633.5,3351.0,0.04316426292716648,0.97041875,-1001.4571428571429,1
300000,2,1,33,0,-0.8333333333333334,0,1744.6666666666667,1666.8333333333333,0.9552965899321807,0.005815555555555556,70.97142857142858,0
150000,1,1,40,0,-1.5,0,29150.833333333332,15804.833333333334,0.5421712233999977,0.1943388888888889,-4410.885714285714,0
150000,2,2,26,0,-0.16666666666666666,0,59822.0,19348.0,0.32342526321068277,0.39881333333333335,-6101.4857142857145,0
10000,3,1,52,2,0.5,2,7612.666666666667,594.3333333333334,0.07806992578321693,0.7612666666666666,316.57142857142856,1
210000,1,2,35,-2,-2.0,0,136.66666666666666,136.66666666666666,0.9987819732034104,0.0006507936507936507,23.428571428571434,0
20000,2,2,25,0,0.0,0,19400.166666666668,972.0,0.050102231920413735,0.9700083333333334,-1390.3714285714286,1
20000,2,1,38,2,0.3333333333333333,1,8495.5,806.3333333333334,0.0949111311649076,0.424775,502.25714285714287,0
80000,3,1,48,2,1.0,3,23652.666666666668,2075.3333333333335,0.08774142632665573,0.29565833333333336,-11476.685714285713,0
270000,2,1,49,-2,-2.0,0,-173.0,0.0,0.0,-0.0006407407407407408,0.0,0
200000,1,1,33,0,-1.0,0,5436.833333333333,4893.166666666667,0.8999754766721844,0.027184166666666666,2074.8857142857137,0
200000,1,1,34,2,-0.5,1,2608.8333333333335,1446.8333333333333,0.5545547463906989,0.013044166666666667,457.0571428571429,0
10000,2,2,34,0,-0.16666666666666666,0,7782.5,2233.5,0.28698389583690254,0.77825,347.62857142857143,0
360000,1,2,34,0,-0.3333333333333333,0,32330.833333333332,17878.333333333332,0.5529780499623684,0.08980787037037037,7250.085714285714,0
20000,2,1,40,2,0.5,2,19543.666666666668,559.8333333333334,0.028645011640500415,0.9771833333333334,-43.94285714285714,1
40000,1,1,27,0,0.0,0,37044.5,1530.5,0.04131498911224288,0.9261125,-1914.0857142857142,0
110000,3,1,50,0,0.0,0,70844.0,2410.6666666666665,0.03402773693435122,0.6440363636363636,-14494.285714285714,0
50000,3,1,50,2,0.3333333333333333,1,41076.666666666664,1966.6666666666667,0.04787775753567502,0.8215333333333333,-12368.628571428571,0
100000,1,2,28,0,0.0,0,47608.666666666664,2085.6666666666665,0.04380839690113529,0.47608666666666666,42.4,0
50000,2,2,21,0,0.0,0,12538.0,666.6666666666666,0.05317098459370721,0.25076,-4802.8,0
30000,3,1,23,2,1.3333333333333333,4,17492.666666666668,866.6666666666666,0.04954409901197633,0.5830888888888889,793.4285714285714,1
20000,1,2,23,2,2.0,6,8041.833333333333,707.1666666666666,0.0879341788941391,0.4020916666666666,363.9714285714286,1
100000,2,1,44,2,1.3333333333333333,4,31119.166666666668,1133.3333333333333,0.036418946421302945,0.3111916666666667,287.74285714285713,1
80000,2,1,24,0,-0.8333333333333334,0,737.6666666666666,332.3333333333333,0.45041789021911,0.009220833333333333,-406.6857142857143,0
120000,1,2,29,0,0.0,0,97723.33333333333,3467.1666666666665,0.03547935416421502,0.8143611111111111,-11811.028571428571,1
30000,2,2,36,2,-0.5,1,1674.3333333333333,1130.3333333333333,0.6750273713546332,0.05581111111111111,-437.3142857142857,0
80000,4,1,25,0,-1.1666666666666667,0,29421.833333333332,8124.333333333333,0.276131239661931,0.36777291666666667,-5912.085714285714,0
170000,1,2,30,1,-1.1666666666666667,1,91.66666666666667,91.66666666666667,0.9981851179673321,0.0005392156862745099,-15.714285714285714,1
20000,1,1,40,0,0.0,0,20509.5,1550.0,0.07557411952087634,1.025475,-1561.9142857142858,0
50000,3,1,36,0,0.0,0,31250.666666666668,864.0,0.027647262739660276,0.6250133333333333,-9250.057142857142,0
300000,1,1,31,0,0.0,0,133260.33333333334,5341.5,0.04008314541818468,0.44420111111111116,-9175.42857142857,0
20000,1,2,26,2,2.0,6,300.0,0.0,0.0,0.015,0.0,1
130000,2,2,29,0,0.0,0,30659.666666666668,1527.8333333333333,0.04983175598910627,0.23584358974358977,486.2857142857143,0
500000,2,1,41,2,0.0,2,2173.6666666666665,1682.0,0.773748370773595,0.004347333333333333,38.285714285714285,0
30000,2,2,41,3,0.6666666666666666,2,11619.5,923.8333333333334,0.07950600992570069,0.38731666666666664,564.8857142857142,0
180000,2,1,41,0,0.0,0,124190.16666666667,5185.166666666667,0.0417517734874695,0.6899453703703704,-5892.2,0
340000,1,2,33,0,-0.8333333333333334,0,11490.666666666666,15426.0,1.3424613822612228,0.03379607843137255,379.08571428571423,0
480000,1,2,29,1,-1.5,1,0.0,0.0,0.0,0.0,0.0,0
80000,2,2,30,1,-1.5,1,0.0,0.0,0.0,0.0,0.0,0
140000,3,2,24,0,0.0,0,22137.833333333332,4454.0,0.2011925196494715,0.15812738095238094,1987.0,0
180000,3,2,30,0,0.0,0,64795.0,2070.0,0.03194682730965016,0.35997222222222225,-15500.0,0
30000,2,2,30,2,0.3333333333333333,1,20871.833333333332,2125.0,0.10181103871215025,0.6957277777777777,1790.0285714285715,0
290000,1,3,55,2,0.3333333333333333,1,10682.833333333334,1413.6666666666667,0.132328621797872,0.036837356321839085,900.4857142857143,1
110000,3,2,45,0,0.0,0,18429.833333333332,5833.333333333333,0.31651293181407125,0.16754393939393938,4828.885714285714,0
60000,1,2,25,0,0.0,0,29101.0,3833.3333333333335,0.13172438676570813,0.48501666666666665,822.9142857142857,0
80000,1,1,35,2,-0.5,1,1946.5,1609.8333333333333,0.8269691780821918,0.02433125,-93.57142857142857,0
110000,1,2,25,0,0.0,0,57176.333333333336,1827.3333333333333,0.031959517167600905,0.5197848484848485,-5721.2,0
20000,2,1,42,2,0.5,2,18264.0,785.0,0.04298033489984943,0.9132,435.8857142857143,1
150000,3,2,31,-1,-1.0,0,4429.5,4595.333333333333,1.0373993528482204,0.02953,-48.25714285714286,0
240000,3,1,44,0,-0.8333333333333334,0,11893.166666666666,8031.5,0.6752942825112107,0.04955486111111111,-2540.0285714285715,0
400000,1,1,44,0,0.0,0,21355.166666666668,2500.8333333333335,0.11710579714669248,0.05338791666666667,-291.62857142857143,0
120000,1,1,34,2,2.0,6,100899.0,4000.0,0.039643538516175386,0.840825,1176.3428571428572,1
330000,1,2,39,0,0.0,0,306727.1666666667,12390.0,0.04039418288990656,0.9294762626262627,-23486.542857142857,0
30000,2,2,29,0,-0.8333333333333334,0,819.1666666666666,634.3333333333334,0.774206672091131,0.027305555555555555,229.28571428571428,0
100000,3,1,55,2,-0.6666666666666666,1,240.0,460.0,1.9153365718251214,0.0024,-16.285714285714285,0
140000,1,2,37,-1,-1.0,0,316.0,316.0,0.9994728518713759,0.0022571428571428573,21.428571428571427,0
50000,4,2,33,0,-0.3333333333333333,0,24029.0,719.1666666666666,0.029928905843592857,0.48058,-10741.085714285715,0
310000,1,2,37,-2,-2.0,0,0.0,0.0,0.0,0.0,0.0,1
160000,3,1,49,-1,-1.5,0,4310.5,4494.0,1.0425301577482216,0.026940625,712.2,0
110000,1,2,25,-2,-2.0,0,58302.666666666664,1850.0,0.031730876429676085,0.5300242424242424,-14904.685714285713,0
20000,2,1,45,-2,-2.0,0,535.1666666666666,260.0,0.48567870485678705,0.026758333333333332,-169.00000000000003,0
30000,3,2,23,-1,-1.0,0,2820.1666666666665,2732.1666666666665,0.9687389197494386,0.09400555555555555,-70.37142857142857,0
50000,2,1,47,1,-1.0,1,-473.1666666666667,176.83333333333334,0.37359154929577465,-0.009463333333333334,-412.3142857142857,0
20000,3,2,24,2,0.6666666666666666,2,16388.0,1294.0,0.0789594117706882,0.8194,1150.057142857143,1
220000,1,2,36,-1,-1.0,0,6184.333333333333,7181.0,1.161128628021667,0.028110606060606058,2803.028571428571,0
460000,1,2,36,0,-0.5,0,16722.166666666668,16722.0,0.9999800665776307,0.03635253623188406,-1689.0,0
150000,1,2,34,2,-0.6666666666666666,2,134.0,2326.0,5.0,0.0008933333333333333,83.31428571428572,1
50000,3,1,53,0,-0.3333333333333333,0,23517.5,6942.333333333333,0.2951965189290321,0.47035,-6862.4857142857145,0
100000,1,1,32,2,0.6666666666666666,2,98775.83333333333,4803.333333333333,0.048628546745498234,0.9877583333333333,307.0,0
260000,1,1,50,0,-0.16666666666666666,0,99596.16666666667,32182.0,0.32312434527375505,0.3830621794871795,-9260.6,0
50000,3,1,41,4,1.3333333333333333,3,40045.666666666664,5545.666666666667,0.13848298824263863,0.8009133333333333,-6073.828571428571,1
50000,2,2,27,0,0.0,0,37815.5,1144.0,0.03025201195271801,0.75631,-6797.971428571429,0
240000,1,2,34,-1,-1.6666666666666667,0,828.3333333333334,0.0,0.0,0.0034513888888888893,-710.0000000000001,0
230000,3,2,24,2,0.3333333333333333,1,75585.83333333333,3216.6666666666665,0.04255638169325889,0.32863405797101447,-1808.3142857142857,0
90000,2,2,28,2,0.3333333333333333,1,74660.5,5959.666666666667,0.07982337866435696,0.8295611111111111,1933.3428571428572,0
20000,2,2,22,2,0.3333333333333333,1,6037.166666666667,650.3333333333334,0.10771863957597173,0.30185833333333334,-667.9714285714285,0
70000,3,2,25,2,0.3333333333333333,1,58054.333333333336,6880.5,0.11851794434539958,0.8293476190476191,-4571.428571428572,0
260000,1,2,29,0,0.0,0,101965.5,10583.333333333334,0.1037931068300768,0.392175,-3531.9142857142856,0
20000,2,2,35,2,-0.16666666666666666,2,5556.166666666667,166.66666666666666,0.029995800587917693,0.2778083333333333,-3285.5714285714284,1
150000,2,2,29,0,0.0,0,81137.16666666667,5000.0,0.06162391336499433,0.5409144444444445,-5556.942857142857,0
200000,3,2,51,0,0.0,0,138437.83333333334,5959.5,0.04304815151909158,0.6921891666666667,-20351.0,0
50000,1,2,57,0,0.0,0,40517.333333333336,1326.8333333333333,0.03274716686205549,0.8103466666666668,-6918.4,0
210000,2,1,39,-1,-1.0,0,1443.0,1443.0,0.9998845132232359,0.006871428571428572,0.0,0
360000,1,2,27,0,-0.6666666666666666,0,4145.5,2604.6666666666665,0.6282865642839913,0.011515277777777777,333.9714285714286,0
30000,2,2,34,2,1.8333333333333333,6,27616.833333333332,1827.6666666666667,0.06617904430845735,0.920561111111111,1429.9142857142858,0
170000,2,2,35,0,-0.5,0,12234.666666666666,9004.0,0.7359315615251536,0.07196862745098039,1665.2571428571428,0
500000,2,2,32,0,0.0,0,32641.5,7812.666666666667,0.23934643860097013,0.065283,-2933.8571428571427,0
80000,2,2,31,0,0.0,0,48538.0,2383.3333333333335,0.04910225286630109,0.606725,1219.7142857142858,0
70000,2,2,24,3,2.1666666666666665,6,65710.16666666667,2783.3333333333335,0.04235762005975722,0.9387166666666668,1239.4571428571428,1
100000,3,2,26,0,-0.16666666666666666,0,21566.166666666668,1056.8333333333333,0.04900384859116833,0.21566166666666667,-7005.114285714286,0
300000,2,1,26,-1,-1.0,0,341.0,341.0,0.9995114802149487,0.0011366666666666667,21.428571428571427,0
200000,2,1,49,2,0.0,1,16257.0,7753.333333333333,0.47691787211793774,0.081285,4427.542857142857,0
190000,1,2,30,-1,-1.0,0,10591.833333333334,8709.833333333334,0.8223029959718026,0.055746491228070176,-1319.8,0
30000,3,1,43,0,0.0,0,16847.666666666668,928.6666666666666,0.05512083650716709,0.5615888888888889,-1228.5142857142857,0
230000,3,1,58,1,-0.6666666666666666,1,9527.833333333334,6318.666666666667,0.6631682059893647,0.04142536231884058,5767.457142857143,0
80000,1,1,46,0,0.0,0,32710.666666666668,1510.0,0.04616207678394008,0.4088833333333333,-3911.0857142857144,0
280000,1,2,36,1,-1.1666666666666667,1,92.0,71.33333333333333,0.7739602169981917,0.00032857142857142856,-5.485714285714286,0
140000,1,2,29,2,0.5,2,118213.33333333333,3339.0,0.028245504955017826,0.8443809523809523,-12033.542857142857,0
30000,3,1,35,2,2.0,6,28244.333333333332,1200.0,0.04248614774557879,0.9414777777777777,583.1428571428571,1
30000,2,1,36,2,2.0,6,20124.333333333332,1300.0,0.06459787820815424,0.670811111111111,848.4571428571429,1
20000,2,1,51,0,0.0,0,21805.0,944.6666666666666,0.043323065634291565,1.09025,2865.6,0
230000,2,1,30,0,-0.8333333333333334,0,9102.5,11073.5,1.216511644939212,0.03957608695652174,3009.114285714286,0
20000,2,2,23,2,0.0,1,11817.833333333334,744.0,0.06295481468945677,0.5908916666666667,-4312.4857142857145,1
360000,1,2,27,2,0.3333333333333333,1,23343.666666666668,1209.1666666666667,0.05179811941769061,0.06484351851851852,584.7428571428571,1
60000,1,2,24,0,0.0,0,57191.333333333336,2393.0,0.04184188209786419,0.953188888888889,-82.97142857142858,0
20000,2,2,48,2,0.3333333333333333,1,16071.333333333334,976.0,0.06072861898391563,0.8035666666666667,490.45714285714286,1
500000,1,1,44,0,-0.8333333333333334,0,40631.0,52341.666666666664,1.2882147120232006,0.081262,16504.22857142857,0
380000,2,1,39,-1,-1.6666666666666667,0,1222.3333333333333,1420.5,1.161963190184049,0.0032166666666666663,-403.65714285714284,0
160000,1,2,27,1,-1.0,1,-905.0,1420.0,1.568771865218192,-0.00565625,1031.142857142857,0
170000,1,2,48,7,5.333333333333333,6,2400.0,0.0,0.0,0.01411764705882353,0.0,0
430000,1,2,29,0,0.0,0,44456.833333333336,25403.166666666668,0.5714098267239505,0.10338798449612403,-7867.971428571429,0
320000,1,1,39,0,-0.8333333333333334,0,11296.333333333334,7067.333333333333,0.625621505185972,0.03530104166666667,-3442.1714285714284,0
180000,1,1,31,0,-0.6666666666666666,0,943.3333333333334,680.0,0.7207207207207207,0.005240740740740741,-41.714285714285715,1
50000,2,2,42,0,-0.16666666666666666,0,42322.166666666664,1138.8333333333333,0.0269085667929462,0.8464433333333333,-11548.028571428571,0
60000,2,2,29,2,2.0,6,49845.333333333336,1683.3333333333333,0.03377101911573428,0.8307555555555556,889.8285714285714,0
360000,3,2,38,1,-0.16666666666666666,1,5040.666666666667,2845.1666666666665,0.564423871714333,0.014001851851851852,374.74285714285713,0
80000,2,2,23,0,0.0,0,61959.666666666664,3295.5,0.0531876834185588,0.7744958333333333,-4115.657142857143,0
50000,3,1,41,-2,-2.0,0,7370.0,1020.0,0.13839578480812284,0.1474,-5273.028571428571,0
200000,2,2,37,2,0.3333333333333333,1,196245.33333333334,8283.333333333334,0.042209035791054235,0.9812266666666667,-9570.114285714286,0
460000,1,2,36,0,-0.6666666666666666,0,41535.666666666664,15807.333333333334,0.38057099291776175,0.09029492753623188,-7039.771428571428,0
130000,2,2,23,0,0.0,0,64690.0,2750.0,0.0425103248561734,0.4976153846153846,-5550.285714285715,0
440000,2,2,29,0,0.0,0,344684.8333333333,12014.166666666666,0.03485549608096281,0.7833746212121212,-33630.08571428571,0
280000,2,2,38,2,1.0,3,167229.66666666666,4820.666666666667,0.028826594935712227,0.5972488095238095,-1259.5428571428572,1
20000,3,2,39,0,-0.6666666666666666,0,8499.333333333334,9861.666666666666,1.1602643292742711,0.4249666666666667,633.3714285714286,0
60000,2,2,24,0,0.0,0,58515.0,2900.0,0.04955980073542187,0.97525,147.82857142857142,0
210000,2,2,38,0,0.0,0,188182.16666666666,8500.0,0.04516895847467084,0.8961055555555555,463.22857142857146,0
100000,3,2,46,0,0.0,0,65900.83333333333,5116.666666666667,0.07764171509789937,0.6590083333333333,4551.5142857142855,0
240000,1,1,46,-2,-2.0,0,0.0,0.0,0.0,0.0,0.0,0
280000,3,2,43,0,0.0,0,180639.66666666666,6783.333333333333,0.0375517027898055,0.6451416666666666,-1498.2857142857142,0
130000,1,2,29,3,1.6666666666666667,5,44.833333333333336,0.0,0.0,0.0003448717948717949,-28.428571428571427,0
360000,1,2,35,-2,-2.0,0,884.1666666666666,639.0,0.7225782133433849,0.0024560185185185184,-178.31428571428572,1
210000,3,2,36,0,0.0,0,120279.5,5559.333333333333,0.04622005936165437,0.5727595238095238,-30747.685714285715,0
20000,3,2,23,3,2.1666666666666665,6,17587.666666666668,1250.0,0.0710718583869531,0.8793833333333334,565.3714285714286,1
20000,2,2,23,0,0.0,0,12601.666666666666,2511.1666666666665,0.19926994749441218,0.6300833333333333,3032.114285714286,0
50000,2,1,34,2,1.8333333333333333,6,16952.0,916.6666666666666,0.054073717223953675,0.33904,-51.885714285714286,1
100000,2,1,39,0,0.0,0,64622.5,1908.1666666666667,0.02952782305486207,0.646225,-8917.914285714285,0
50000,3,2,29,-2,-2.0,0,0.0,0.0,0.0,0.0,0.0,0
130000,2,2,27,2,1.8333333333333333,6,127712.33333333333,3960.5,0.03101105999804248,0.9824025641025641,1716.9142857142858,1
270000,1,2,31,0,-0.6666666666666666,0,4069.1666666666665,1245.3333333333333,0.30602883355176935,0.015070987654320987,-1029.4571428571428,0
50000,2,2,24,0,-0.6666666666666666,0,455.0,260.0,0.5712193335774441,0.0091,-11.142857142857142,0
80000,2,1,35,0,0.0,0,10133.0,792.0,0.07815918024967516,0.1266625,26.4,0
10000,1,2,29,-1,-1.0,0,2335.5,2254.6666666666665,0.9653203938918224,0.23355,-13.971428571428572,0
190000,2,1,34,-1,-1.1666666666666667,0,363.6666666666667,392.0,1.0774163994502977,0.0019140350877192983,76.39999999999999,0
50000,1,2,27,2,0.6666666666666666,2,44074.333333333336,2367.1666666666665,0.05370830449957836,0.8814866666666668,1179.942857142857,0
100000,3,1,46,2,1.6666666666666667,5,46356.333333333336,2316.6666666666665,0.04997501249375312,0.4635633333333334,850.2285714285714,1
150000,2,2,49,0,0.0,0,90908.0,3175.3333333333335,0.03492902177838808,0.6060533333333333,-11283.771428571428,1
510000,3,2,30,-2,-2.0,0,386.1666666666667,294.8333333333333,0.7631578947368421,0.0007571895424836601,174.42857142857142,0
110000,2,2,24,0,-0.6666666666666666,0,20469.333333333332,11867.5,0.5797650162436796,0.18608484848484846,10011.2,0
150000,1,1,58,-1,-1.0,0,1701.1666666666667,1538.3333333333333,0.904192789968652,0.01134111111111111,-452.0857142857143,0
50000,2,1,54,0,0.0,0,32658.833333333332,1346.5,0.04122906396399155,0.6531766666666666,-7460.885714285714,0
50000,2,2,23,0,-0.16666666666666666,0,16597.5,4192.666666666667,0.2526057879621634,0.33195,-6785.457142857143,0
360000,2,1,29,2,-0.16666666666666666,2,414.0,515.6666666666666,1.2450704225352112,0.00115,23.65714285714286,0
10000,1,2,24,2,1.3333333333333333,4,8803.833333333334,833.3333333333334,0.09465394517643495,0.8803833333333334,692.5428571428571,0
210000,1,2,26,2,0.8333333333333334,3,121165.83333333333,3716.0,0.030668669428717626,0.5769801587301587,906.6,0
370000,2,2,28,0,0.0,0,245552.0,8895.0,0.03622448183108409,0.6636540540540541,-9526.971428571429,0
360000,2,1,33,0,-0.8333333333333334,0,972.5,573.0,0.5891021247429746,0.002701388888888889,-265.22857142857146,0
50000,2,1,31,2,0.6666666666666666,2,48116.833333333336,2193.6666666666665,0.045590262623743515,0.9623366666666667,956.3714285714286,1
360000,2,2,38,0,-1.5,0,30129.0,30864.833333333332,1.0244170930714978,0.08369166666666666,25642.628571428573,0
170000,1,1,35,0,-0.6666666666666666,0,32216.666666666668,5583.833333333333,0.17332036564735825,0.18950980392156863,-17286.114285714284,0
70000,2,2,26,0,-0.16666666666666666,0,69493.0,14581.166666666666,0.2098215891730362,0.9927571428571429,806.6857142857143,1
360000,1,2,34,-1,-1.0,0,8675.666666666666,47167.5,5.0,0.02409907407407407,-2088.0,0
230000,4,1,42,0,0.0,0,75759.0,2499.8333333333335,0.03299710706075172,0.3293869565217391,-7852.228571428572,0
50000,1,1,38,0,-1.3333333333333333,0,2108.3333333333335,0.0,0.0,0.04216666666666667,-1807.142857142857,0
200000,1,1,41,-1,-1.0,0,1496.6666666666667,1875.6666666666667,1.2530898563634338,0.007483333333333334,-83.65714285714286,0
140000,2,2,30,-1,-1.0,0,326.0,326.0,0.9994890137966275,0.0023285714285714285,0.0,1
120000,2,2,33,0,0.0,0,118995.83333333333,5300.0,0.044539312245789775,0.9916319444444444,-936.3714285714286,0
280000,3,2,46,-2,-2.0,0,2593.8333333333335,2552.6666666666665,0.9840657928553072,0.009263690476190477,-329.0571428571429,0
300000,1,2,29,0,-0.6666666666666666,0,14538.666666666666,11970.833333333334,0.8233695963683468,0.04846222222222222,-1959.2571428571428,0
20000,2,2,22,2,1.3333333333333333,4,18628.5,1270.8333333333333,0.06821923200801631,0.931425,1093.0,0
160000,2,2,25,2,1.6666666666666667,5,160170.16666666666,5072.666666666667,0.03167045083255118,1.0010635416666667,-769.6857142857143,1
20000,1,2,24,2,0.3333333333333333,1,17863.166666666668,2413.0,0.13508117186042173,0.8931583333333334,-331.0,1
120000,2,1,41,0,0.0,0,41905.333333333336,1653.8333333333333,0.03946578213679191,0.34921111111111114,-1258.5714285714287,0
290000,2,1,37,-2,-2.0,0,934.1666666666666,608.1666666666666,0.6509097395647521,0.003221264367816092,-563.9142857142857,0
60000,2,1,32,2,0.3333333333333333,1,27552.166666666668,1584.0,0.05749059365812938,0.4592027777777778,-563.0571428571428,0
110000,1,2,29,0,0.0,0,57178.833333333336,1841.5,0.03220587978103849,0.5198075757575757,-8912.542857142857,0
50000,3,1,43,0,0.0,0,22829.5,1156.5,0.05065776986085357,0.45659,-8921.857142857143,0
630000,1,2,32,-2,-2.0,0,5072.5,12954.0,2.5536864239716124,0.008051587301587301,862.3142857142857,0
30000,1,2,28,2,0.3333333333333333,1,26479.333333333332,1721.8333333333333,0.0650251452381402,0.8826444444444445,811.6571428571428,0
50000,2,2,33,0,0.0,0,40417.5,1612.3333333333333,0.0398917964916332,0.80835,-5161.0,0
60000,2,1,42,0,0.0,0,36531.166666666664,1833.5,0.05018979141193861,0.6088527777777777,-5366.028571428571,0
150000,2,2,27,0,-0.16666666666666666,0,25174.333333333332,14043.0,0.5578263719239707,0.1678288888888889,-221.02857142857152,0
10000,3,2,24,0,-0.3333333333333333,0,7892.166666666667,1810.1666666666667,0.22935760442623643,0.7892166666666667,1524.2571428571428,0
20000,2,2,27,0,0.0,0,11404.166666666666,482.3333333333333,0.04229386490515301,0.5702083333333333,-3993.7428571428572,0
80000,3,2,32,0,0.0,0,73438.5,16233.833333333334,0.22105294213765683,0.91798125,6907.228571428572,0
160000,2,2,52,0,0.0,0,43495.666666666664,2750.0,0.06322444678609063,0.27184791666666663,1854.857142857143,0
100000,2,2,43,0,0.0,0,80692.5,3877.5,0.04805269375986252,0.806925,-10399.971428571429,0
90000,3,1,34,2,0.3333333333333333,1,43260.5,1744.0,0.04031375691544282,0.4806722222222222,-4657.0,0
50000,3,2,60,2,0.6666666666666666,2,29987.5,1346.0,0.04488511943799117,0.59975,205.5142857142857,0
170000,1,2,30,0,0.0,0,123930.5,5039.166666666667,0.04066117614149847,0.7290029411764706,2733.8,0
240000,1,2,32,-1,-1.0,0,11621.833333333334,11820.666666666666,1.017094017094017,0.04842430555555556,1777.1714285714286,0
80000,2,2,25,-1,-1.0,0,4513.5,5053.166666666667,1.1195258843512297,0.05641875,-144.42857142857142,0
80000,1,2,30,0,0.0,0,73567.0,3166.6666666666665,0.04304456471750305,0.9195875,1554.7428571428572,0
360000,2,1,37,-2,-2.0,0,79.0,79.0,0.9978947368421053,0.00021944444444444444,40.628571428571426,0
140000,1,1,31,2,1.3333333333333333,4,54426.333333333336,2635.5,0.048423102716507585,0.38875952380952383,1162.1142857142856,0
60000,2,2,49,0,0.0,0,38197.666666666664,7939.166666666667,0.20784337680583978,0.6366277777777778,-12379.885714285714,0
110000,3,2,27,0,0.0,0,63194.5,6015.333333333333,0.0951873575829184,0.5744954545454546,880.2,0
160000,1,2,28,0,0.0,0,157876.83333333334,6600.0,0.0418046960608575,0.9867302083333334,-13.114285714285714,0
200000,3,1,45,0,-0.6666666666666666,0,2521.1666666666665,2342.0,0.9288736118455844,0.012605833333333332,633.1714285714286,1
280000,2,1,29,0,0.0,0,110592.0,4260.166666666667,0.03852141426532621,0.3949714285714286,-21618.685714285715,0
360000,2,1,33,7,3.8333333333333335,6,349297.8333333333,18688.5,0.053503026069430686,0.9702717592592592,15285.8,0
90000,1,2,26,-1,-1.1666666666666667,0,3462.0,1821.1666666666667,0.526019352043518,0.03846666666666667,-2168.8,1
200000,2,2,46,0,0.0,0,62417.0,39974.666666666664,0.6404434677425815,0.312085,3446.342857142857,0
50000,1,1,50,3,2.0,6,31145.333333333332,1150.0,0.036923472090671206,0.6229066666666666,467.7142857142857,1
